Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,Year
ELEC,Poughkeepsie Nissan,1445 Route 9,,Wappingers Falls,NY,12590,,845-297-4314,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,41.587383,-73.908392,2024-02-12,44206,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Vision Nissan,785 Ridge Rd,,Webster,NY,14580,,585-787-2000,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,43.204065,-77.478237,2024-02-12,44208,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,2011.0
ELEC,Nissan of Westbury,939 Old Country Rd,,Westbury,NY,11590,,516-338-5600,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1.0,,Non-Networked,,200-8,40.75447,-73.56217,2024-02-12,44212,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,West Herr Nissan - Williamsville,8137 Main St,,Williamsville,NY,14221,,877-813-5387,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,GPS,42.96275,-78.691132,2024-02-12,44216,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,2011.0
ELEC,Nissan of Yorktown Heights,3495 Old Crompond Rd,,Yorktown Heights,NY,10598,,914-737-3500,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1.0,,Non-Networked,,GPS,41.28939710701883,-73.83674804431915,2024-02-12,44218,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Destination Nissan,770 Central Ave,,Albany,NY,12206,,518-438-8461,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,42.676971,-73.787334,2024-02-12,44317,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,2011.0
ELEC,Mike Barney Nissan,3676 Sheridan Dr,,Amherst,NY,14226,,716-833-9888,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,,,Non-Networked,,200-9,42.979725,-78.797346,2024-02-12,44319,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Lebrun Nissan,396 Grant Ave,,Auburn,NY,13021,,315-253-7700,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,42.966894,-76.535879,2024-02-12,44321,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,2011.0
ELEC,Star Nissan,20602 Northern Blvd,,Bayside,NY,11361,,718-423-0500,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-8,40.758245,-73.776954,2024-02-12,44323,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Rockland Nissan,608 Route 303,,Blauvelt,NY,10913,,845-358-6700,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,41.071072,-73.950866,2024-02-12,44325,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Kings Nissan,2758 Coney Island Ave,,Brooklyn,NY,11235,,718-376-0538,E,,Public - Call ahead,Dealership business hours; Nissan vehicle use only,,,,,,1.0,,,Non-Networked,,200-9,40.589167,-73.960707,2024-02-12,44329,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,,2011.0
ELEC,Burdick Nissan,5885 E Circle Dr,,Cicero,NY,13039,,315-458-8915,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,43.147147,-76.114274,2024-02-12,44331,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Hoselton Nissan,66 Marsh Rd,,East Rochester,NY,14445,,585-385-3560,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,43.100001,-77.481422,2024-02-12,44333,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Rockaway Nissan,600 Burnside Ave,,Inwood,NY,11096,,516-239-0100,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,40.622268,-73.742699,2024-02-12,44336,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Treiber Nissan,320 N Comrie Ave,,Johnstown,NY,12095,,518-736-1300,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,43.025044,-74.358103,2024-02-12,44344,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Nissan - Garden City,316 N Franklin St,,Hempstead,NY,11550,,,E,,Public - Call ahead,Dealership business hours; contact 516-483-4400 for more information,,,,,,1.0,1.0,,Non-Networked,,GPS,40.71693,-73.630152,2024-02-12,44346,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Simmons Rockwell Nissan,224 Colonial Dr,,Horseheads,NY,14845,,,E,,Public - Call ahead,Dealership business hours; contact 607-398-6666 for more information,,,,,,1.0,1.0,,Non-Networked,,200-8,42.16262,-76.86773,2024-02-12,44348,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Nissan - Huntington,850 E Jericho Turnpike,,Huntington Station,NY,11746,,,E,,Public - Call ahead,Dealership business hours; contact 631-439-7000 for more information,,,,,,1.0,1.0,,Non-Networked,,200-8,40.83414,-73.37998,2024-02-12,44350,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Kingston Nissan,140 Route 28,,Kingston,NY,12401,,845-338-3100,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1.0,,Non-Networked,,200-8,41.94909,-74.03185,2024-02-12,44352,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,West Herr Nissan,6069 S Transit Rd,,Lockport,NY,14094,,716-625-8889,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,43.128557,-78.696197,2024-02-12,44354,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Nissan Kia - Middletown,4961 Route 17M,,New Hampton,NY,10958,,845-374-6555,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,41.40859,-74.413372,2024-02-12,44358,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Nissan of New Rochelle,2533 Palmer Ave,,New Rochelle,NY,10801,,914-576-7600,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1.0,,Non-Networked,,200-8,40.919104,-73.776645,2024-02-12,44360,2025-02-12 00:16:32 UTC,P,,,2011-11-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2011.0
ELEC,Baron Nissan,235 Glen Cove Rd,,Greenvale,NY,11548,,516-621-2300,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,GPS,40.816267,-73.625869,2024-02-12,47721,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2012.0
ELEC,Vision Nissan Greece,4000 W Ridge Rd,,Rochester,NY,14626,,585-227-3800,E,,Public - Call ahead,Dealership business hours,,,,,,3.0,,,Non-Networked,,200-9,43.216099,-77.73619,2024-02-12,49676,2025-02-12 00:16:32 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,2012.0
ELEC,Central Avenue Nissan,1919 Central Park Ave,,Yonkers,NY,10710,,,E,,Public - Call ahead,Dealership business hours; Nissan use only; contact 914-961-3900 for more information,,,,,,1.0,1.0,,Non-Networked,,GPS,40.964447,-73.840117,2024-02-12,49678,2025-02-12 00:16:32 UTC,P,,,2016-04-05,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,,2016.0
ELEC,Shults Nissan,311 Fluvanna Ave,,Jamestown,NY,14701,,716-484-2780,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,42.115661,-79.253776,2024-02-12,49932,2025-02-12 00:16:32 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,2012.0
ELEC,Nissan of Queens,9325 Rockaway Blvd,,Ozone Park,NY,11417,,718-835-8300,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-8,40.68106,-73.84554,2024-02-12,49938,2025-02-12 00:16:32 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2012.0
ELEC,Town of Penfield - Library,1985 Baird Rd,,Penfield,NY,14526,,585-340-8720,E,,Public,6am-9pm daily,,,,,,1.0,,,Non-Networked,,200-9,43.137476,-77.465214,2023-03-08,49941,2024-01-31 22:07:01 UTC,LG,,,2012-04-01,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,2012.0
ELEC,WOODLAKE STATION 2,61 Woodlake Rd N,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.677214,-73.847115,2025-04-21,51095,2025-04-21 01:14:41 UTC,,,,2013-02-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,2013.0
ELEC,Village Landing Public Parking Lot,100 Fairport Village Landing,,Fairport,NY,14450,,866-816-7584,E,,Public,24 hours daily,,,,,,4.0,,,EV Connect,https://www.evconnect.com,GPS,43.100494,-77.443485,2025-04-21,51537,2025-04-21 03:08:49 UTC,,,,2019-02-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,2019.0
ELEC,Lucas Ford,3245 Hortons Ln,,Southold,NY,11971,,,E,,Public,Dealership business hours; Dealership permission required,,,,,,2.0,,,Non-Networked,,200-9,41.069942,-72.43726,2024-08-15,52063,2025-02-12 00:16:32 UTC,P,,,2013-02-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,,2013.0
ELEC,Ruge's Chevrolet,3692 Route 44,,Millbrook,NY,12545,,845-444-3039,E,,Public - Call ahead,Dealership business hours; for customer use only,,,,,,1.0,,,Non-Networked,,200-9,41.791563,-73.659717,2023-03-08,53442,2024-01-31 22:07:01 UTC,P,,,2012-10-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,,2012.0
ELEC,Steet-Ponte Ford Lincoln Mazda,5074 Commercial Dr,,Yorkville,NY,13495,,315-736-3381,E,,Public - Call ahead,Dealership business hours,,,,,,3.0,,,Non-Networked,,200-9,43.110055,-75.293478,2023-09-14,53976,2024-01-31 22:07:01 UTC,P,,,2013-11-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,2013.0
ELEC,ADELPHI UNIV STATION 01,1 South Ave,,Garden City,NY,11530,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.719618,-73.649987,2025-04-21,60739,2025-04-21 01:20:08 UTC,,,,2014-03-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,2014.0
ELEC,ROCHESTER NY WASH SQ GARAGE2,111 Woodbury Blvd,,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.152697,-77.603915,2025-04-21,61063,2025-04-21 01:12:03 UTC,,,,2014-04-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,2014.0
ELEC,ROCHESTER NY COURT ST 2,194 Court St,"Level 2, South West Corner, near stairs",Rochester,NY,14604,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.15395,-77.607471,2025-04-21,61065,2025-04-21 01:15:56 UTC,,,,2014-04-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,2014.0
ELEC,ROCHESTER NY PORT OF ROCH 1,1000 N River St,Island in front of Bill Grays,Rochester,NY,14612,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.256302,-77.606672,2025-04-21,61213,2025-04-21 01:15:53 UTC,,,,2014-04-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,2014.0
ELEC,ROCHESTER NY PUBLC MARKET,39 Trinidad St,"Public Market Parking Lot off Trinidad St, across the street from the Public Market",Rochester,NY,14605,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.16603,-77.591324,2025-04-21,62307,2025-04-21 01:15:49 UTC,,,,2014-06-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,2014.0
ELEC,Village of Spencerport - Town Hall,27 West Ave,Located behind the Village office at South Union Street (Rt. 259),Spencerport,NY,14559,,585-352-4771,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,43.191311,-77.801933,2024-03-14,63140,2025-02-12 00:16:32 UTC,LG,,,2014-07-20,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2014.0
ELEC,Niagara Falls International Airport,2035 Niagara Falls Blvd,Located in parking lot 1 in front of the terminal,Niagara Falls,NY,14304,,716-855-7300,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,43.101378,-78.941072,2023-09-14,63478,2024-01-31 22:07:01 UTC,P,,,2014-09-19,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,2014.0
ELEC,Buffalo Niagara International Airport,4200 Genesee St,"Located on Level 1, section F-2 in the Daily/Hourly Parking Garage",Buffalo,NY,14225,,716-630-6191,E,,Public,24 hours daily,,,,,,3.0,,,Non-Networked,,GPS,42.933441,-78.731633,2023-03-08,63479,2024-01-31 22:07:01 UTC,P,,,2014-12-31,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2014.0
ELEC,Towne Ford Lincoln,3535 Southwestern Blvd,,Orchard Park,NY,14075,,716-662-6500,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,GPS,42.786617,-78.761212,2023-03-08,63643,2024-01-31 22:07:01 UTC,P,,,2014-01-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2014.0
ELEC,Rochester Institute of Technology - Lot T,1 Lomb Memorial Dr,Located across from the GIS building,Rochester,NY,14623,,585-475-5000,E,,Public,24 hours daily; access restricted to students and staff 5am-5pm; parking pass required,,,,,,6.0,,,Non-Networked,,200-9,43.08779,-77.674413,2023-03-08,63988,2024-01-31 22:07:01 UTC,P,,,2013-10-01,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,2013.0
ELEC,5. Long Term Parking West,737 Albany Shaker Road,,Albany,NY,12205,,866-816-7584,E,,Public,24 hours daily,,,,,,8.0,,,EV Connect,https://www.evconnect.com,GPS,42.745834,-73.813591,2025-04-21,64131,2025-04-21 03:09:54 UTC,,,,2014-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,2014.0
ELEC,Dana Ford Lincoln,266 W Service Rd,,Staten Island,NY,10314,,718-983-8700,E,,Public - Call ahead,Dealership business hours; for customer use only,,,,,,1.0,,,Non-Networked,,GPS,40.587162,-74.194747,2023-09-14,64140,2024-01-31 22:07:01 UTC,P,,,2014-11-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,True,,,,,,,,,False,,2014.0
